age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income50k
33,Private,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,25,United-States,1
46,Self-employed,Bachelors,13,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,1902,42,,1
29,Private,other,6,other,Farming-Forestry-Fishing,Unmarried,White,Female,0,0,40,Latin-America,0
40,Official,Some-college,10,Divorced,Operator-Fabricator-Laborer,Unmarried,White,Male,6849,0,40,United-States,0
43,Official,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,38,United-States,1
24,Private,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Male,0,0,40,United-States,0
29,Private,Some-college,10,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,60,United-States,0
61,Self-employed,HS-grad,9,Married,Service,Wife,Black,Female,0,0,17,United-States,0
48,Private,MS-grad,7,Divorced,Service,Not-in-family,White,Female,0,0,34,United-States,0
19,Private,Some-college,10,Never-married,Operator-Fabricator-Laborer,Own-child,White,Male,0,0,20,United-States,0
30,Private,Some-college,10,Never-married,Operator-Fabricator-Laborer,Not-in-family,White,Female,0,0,40,United-States,0
24,Private,Some-college,10,Never-married,Service,Not-in-family,White,Male,0,0,30,United-States,0
39,Official,Masters,14,Never-married,Managerial-ProfSpecialty,Unmarried,White,Female,0,0,43,United-States,0
46,Self-employed,Some-college,10,Divorced,Managerial-ProfSpecialty,Unmarried,White,Female,2036,0,60,United-States,0
40,Private,HS-grad,9,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,72,United-States,1
27,Official,Bachelors,13,Never-married,Managerial-ProfSpecialty,Own-child,White,Female,0,0,40,United-States,0
25,Private,Masters,14,Never-married,Managerial-ProfSpecialty,Own-child,White,Female,0,0,40,United-States,0
31,Private,MS-grad,7,Never-married,PrecisionProduction-Craft-Repair,Not-in-family,White,Male,0,2001,40,United-States,0
58,Private,Bachelors,13,Divorced,Operator-Fabricator-Laborer,Not-in-family,White,Male,0,0,45,United-States,0
33,Private,HS-grad,9,Married,Managerial-ProfSpecialty,Wife,White,Female,0,0,42,North-America,1
40,Private,HS-grad,9,other,Service,Unmarried,White,Female,0,0,25,United-States,0
40,Self-employed,Masters,14,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,70,United-States,1
31,Private,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,40,United-States,0
33,Private,HS-grad,9,other,Service,Unmarried,Asian-Pac-Islander,Female,0,0,48,Asia,0
49,Private,Some-school,12,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,45,United-States,0
24,Private,Some-school,11,Never-married,Tech-Sales-AdmSupport,Own-child,White,Male,0,0,40,United-States,0
46,Private,HS-grad,9,Never-married,PrecisionProduction-Craft-Repair,Unmarried,White,Male,0,0,40,United-States,0
58,Official,Masters,14,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,40,United-States,1
20,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Own-child,White,Female,0,0,20,United-States,0
65,,HS-grad,9,other,,Unmarried,White,Male,0,0,40,United-States,0
43,Private,Some-college,10,Married,Tech-Sales-AdmSupport,Wife,White,Female,0,0,40,United-States,0
48,Self-employed,Masters,14,Married,Tech-Sales-AdmSupport,Husband,Asian-Pac-Islander,Male,0,0,50,Asia,0
41,Private,Some-college,10,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,54,United-States,0
27,Official,Some-college,10,other,Service,Not-in-family,White,Female,0,0,30,United-States,0
52,,Some-college,10,Married,,Husband,White,Male,0,0,12,United-States,0
26,Private,HS-grad,9,Never-married,Service,Other-relative,Asian-Pac-Islander,Male,0,0,60,,0
52,Official,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,40,United-States,0
52,Official,Some-college,10,Divorced,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,38,United-States,0
19,Private,HS-grad,9,Never-married,Service,Own-child,Black,Male,0,0,30,United-States,0
39,Official,Some-college,10,Divorced,Managerial-ProfSpecialty,Own-child,White,Female,0,0,45,United-States,0
47,Private,Some-college,10,Divorced,Service,Unmarried,White,Female,0,0,40,United-States,0
27,Private,HS-grad,9,Divorced,PrecisionProduction-Craft-Repair,Other-relative,Other,Male,0,0,40,United-States,0
48,Private,Some-college,10,Divorced,PrecisionProduction-Craft-Repair,Not-in-family,White,Male,0,0,40,United-States,0
50,Private,HS-grad,9,other,Service,Unmarried,White,Female,0,0,35,United-States,0
60,Private,Some-college,10,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,60,United-States,0
28,Private,Some-school,12,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,45,United-States,1
47,Official,HS-grad,9,Divorced,Service,Unmarried,Black,Female,0,0,40,United-States,0
69,,Bachelors,13,Married,,Husband,White,Male,0,0,20,United-States,0
40,Self-employed,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,Asian-Pac-Islander,Male,0,0,66,Asia,0
37,Private,HS-grad,9,Never-married,Operator-Fabricator-Laborer,Unmarried,White,Female,3887,0,40,Latin-America,0
41,Official,Masters,14,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Male,0,0,40,United-States,0
38,Private,HS-grad,9,Married,Tech-Sales-AdmSupport,Husband,Asian-Pac-Islander,Male,0,0,48,Latin-America,0
46,Official,Some-school,11,other,Tech-Sales-AdmSupport,Not-in-family,Other,Female,0,0,30,United-States,0
21,Self-employed,Some-college,10,Never-married,Tech-Sales-AdmSupport,Own-child,White,Male,0,0,30,United-States,0
44,Private,Masters,14,other,Tech-Sales-AdmSupport,Unmarried,White,Female,0,0,48,United-States,0
38,,other,6,other,,Own-child,White,Male,0,0,35,United-States,0
47,Self-employed,Some-college,10,Married,Tech-Sales-AdmSupport,Wife,White,Female,0,0,35,United-States,1
42,Private,Doctorate,16,other,Service,Not-in-family,White,Male,27828,0,60,,1
42,Official,Some-college,10,Divorced,PrecisionProduction-Craft-Repair,Not-in-family,White,Male,0,0,40,United-States,0
56,Private,Bachelors,13,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,45,United-States,1
32,Private,Bachelors,13,Never-married,Managerial-ProfSpecialty,Own-child,White,Male,0,0,40,United-States,0
24,Private,Bachelors,13,Married,Service,Husband,White,Male,0,0,33,United-States,0
26,Private,Some-college,10,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,40,United-States,0
36,Self-employed,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Not-in-family,Black,Female,2174,0,50,United-States,0
49,Private,MS-grad,7,Never-married,Service,Not-in-family,White,Male,0,0,60,United-States,0
65,Private,HS-grad,9,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,40,United-States,1
73,Official,other,4,Divorced,Service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,0
34,Private,MS-grad,7,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,40,United-States,0
22,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Own-child,White,Female,0,0,40,United-States,0
49,Official,Some-college,10,Never-married,Service,Unmarried,White,Female,0,0,30,United-States,0
25,Private,MS-grad,7,Never-married,Service,Unmarried,Black,Female,0,0,32,United-States,0
39,Private,other,5,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,25,United-States,0
19,Private,MS-grad,7,Never-married,PrecisionProduction-Craft-Repair,Not-in-family,White,Male,0,0,56,United-States,0
24,Private,other,6,Married,Operator-Fabricator-Laborer,Wife,White,Female,0,0,40,United-States,0
34,Private,HS-grad,9,Divorced,Tech-Sales-AdmSupport,Unmarried,White,Female,0,0,35,United-States,0
35,,HS-grad,9,other,,Own-child,White,Female,0,0,38,United-States,0
21,Private,HS-grad,9,Never-married,Operator-Fabricator-Laborer,Other-relative,White,Male,0,0,40,United-States,0
43,Private,Masters,14,Divorced,Service,Unmarried,White,Female,0,0,40,United-States,0
35,Official,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Not-in-family,Asian-Pac-Islander,Male,0,0,28,,0
39,Private,Some-college,10,Divorced,Tech-Sales-AdmSupport,Unmarried,Black,Female,0,0,40,United-States,0
48,,Bachelors,13,Married,,Husband,White,Male,0,0,80,United-States,1
33,Self-employed,Some-school,12,Never-married,Service,Not-in-family,Black,Male,0,0,32,United-States,0
19,Private,Some-college,10,Never-married,Service,Own-child,White,Female,0,0,26,United-States,0
17,Private,other,6,Never-married,Tech-Sales-AdmSupport,Unmarried,White,Female,0,0,12,United-States,0
43,Self-employed,Some-college,10,Married,Farming-Forestry-Fishing,Husband,White,Male,0,0,50,United-States,0
62,Private,HS-grad,9,other,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,42,United-States,0
53,Official,Masters,14,Divorced,Managerial-ProfSpecialty,Not-in-family,Black,Female,0,0,40,United-States,1
45,Official,Masters,14,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,60,United-States,1
47,Private,HS-grad,9,Divorced,Tech-Sales-AdmSupport,Not-in-family,Black,Female,0,0,40,United-States,0
30,Private,Some-college,10,Never-married,Service,Own-child,Black,Female,0,0,40,United-States,0
53,Private,HS-grad,9,other,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,33,United-States,0
24,Private,HS-grad,9,other,Operator-Fabricator-Laborer,Own-child,Black,Female,0,0,40,United-States,0
41,Official,Some-college,10,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,40,United-States,0
58,Official,other,3,Divorced,Service,Other-relative,Black,Female,0,0,40,Latin-America,0
27,Official,HS-grad,9,Divorced,Tech-Sales-AdmSupport,Not-in-family,White,Male,4865,0,50,United-States,0
63,Official,HS-grad,9,Divorced,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,38,United-States,0
50,Private,Some-college,10,Divorced,Service,Own-child,White,Male,0,0,28,United-States,0
43,Official,Masters,14,Never-married,Tech-Sales-AdmSupport,Not-in-family,Black,Female,8614,0,47,United-States,1
29,Self-employed,Some-college,10,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Male,0,0,60,United-States,0
41,Private,Some-college,10,Married,Tech-Sales-AdmSupport,Husband,White,Male,3942,0,40,United-States,0
55,Private,HS-grad,9,Married,Service,Husband,White,Male,0,0,40,United-States,0
36,Private,HS-grad,9,Never-married,Operator-Fabricator-Laborer,Not-in-family,White,Male,0,0,45,United-States,0
23,Official,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Own-child,White,Male,0,0,40,United-States,0
22,Private,Bachelors,13,Never-married,PrecisionProduction-Craft-Repair,Not-in-family,White,Male,13550,0,55,United-States,1
58,Self-employed,Some-college,10,Divorced,PrecisionProduction-Craft-Repair,Not-in-family,White,Male,0,0,45,United-States,0
25,Private,MS-grad,7,Never-married,Tech-Sales-AdmSupport,Own-child,Black,Female,0,0,40,United-States,0
40,Private,HS-grad,9,Married,Tech-Sales-AdmSupport,Wife,White,Female,0,0,30,United-States,0
38,Private,Some-school,11,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,39,United-States,0
37,Private,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,40,United-States,1
19,Private,Some-college,10,Never-married,Service,Own-child,White,Female,0,0,35,United-States,0
55,Private,other,6,Never-married,Service,Not-in-family,White,Male,0,0,29,United-States,0
55,Private,Bachelors,13,Married,Tech-Sales-AdmSupport,Husband,White,Male,15024,0,50,United-States,1
28,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Male,0,0,45,United-States,0
53,Private,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,40,Latin-America,0
32,,HS-grad,9,Married,,Husband,White,Male,0,0,40,,0
60,Private,Some-college,10,Divorced,Managerial-ProfSpecialty,Unmarried,White,Male,3325,0,42,United-States,0
32,Private,Some-college,10,Divorced,Tech-Sales-AdmSupport,Unmarried,White,Female,0,0,38,United-States,0
34,Private,HS-grad,9,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,50,United-States,0
49,Private,Some-college,10,Divorced,Managerial-ProfSpecialty,Not-in-family,White,Male,0,0,45,United-States,1
21,Private,Some-college,10,Never-married,Service,Other-relative,White,Female,0,0,30,United-States,0
24,Official,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Not-in-family,Black,Female,0,0,20,United-States,0
53,Private,Some-school,11,Divorced,Tech-Sales-AdmSupport,Not-in-family,Black,Female,2202,0,40,United-States,0
29,Private,Some-school,11,Married,Service,Husband,White,Male,0,0,40,,0
34,Official,Bachelors,13,other,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,40,United-States,0
52,,Masters,15,other,,Unmarried,Asian-Pac-Islander,Female,0,0,40,Asia,0
41,Private,other,3,Married,Farming-Forestry-Fishing,Wife,White,Female,0,0,40,Latin-America,0
21,Private,HS-grad,9,Never-married,Service,Not-in-family,White,Female,0,0,40,United-States,0
43,Private,Masters,14,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,35,United-States,1
31,Official,HS-grad,9,Never-married,Service,Own-child,White,Male,0,0,40,United-States,0
38,Private,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,2042,40,United-States,0
42,Private,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,0,2415,60,United-States,1
62,Private,Bachelors,13,Never-married,Farming-Forestry-Fishing,Not-in-family,White,Male,0,0,30,United-States,0
51,Private,other,4,other,Operator-Fabricator-Laborer,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,0
30,Private,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Unmarried,Black,Female,0,0,25,United-States,0
24,Private,Bachelors,13,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,40,United-States,0
36,Private,HS-grad,9,Divorced,PrecisionProduction-Craft-Repair,Not-in-family,White,Male,0,0,40,United-States,0
57,Private,other,6,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,40,United-States,0
46,Private,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,55,United-States,1
33,Private,Doctorate,16,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,40,United-States,0
42,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Male,0,0,45,United-States,0
62,Private,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,40,United-States,0
64,Self-employed,Some-college,10,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,20,United-States,0
18,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Own-child,White,Female,0,0,25,United-States,0
43,Private,other,3,other,Farming-Forestry-Fishing,Unmarried,White,Male,0,0,35,Latin-America,0
62,Self-employed,other,4,other,Service,Not-in-family,White,Female,0,0,66,United-States,0
29,Private,Some-school,12,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,50,United-States,0
43,Private,Bachelors,13,Married,Operator-Fabricator-Laborer,Husband,Black,Male,0,0,40,Latin-America,1
39,Private,HS-grad,9,Married,Managerial-ProfSpecialty,Husband,White,Male,7298,0,40,United-States,1
69,,Bachelors,13,Married,,Husband,White,Male,0,0,40,United-States,0
34,Private,Bachelors,13,Married,Managerial-ProfSpecialty,Wife,White,Female,0,0,40,United-States,0
44,Private,Some-school,12,Married,Managerial-ProfSpecialty,Husband,White,Male,4386,0,45,United-States,1
25,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Male,0,0,30,United-States,0
47,Official,Some-college,10,Divorced,Operator-Fabricator-Laborer,Unmarried,White,Male,0,0,40,United-States,0
17,Private,other,6,Never-married,Service,Own-child,White,Male,0,0,8,United-States,0
41,Official,Bachelors,13,Divorced,Managerial-ProfSpecialty,Unmarried,White,Male,0,0,65,United-States,0
19,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Own-child,White,Male,0,0,20,United-States,0
57,Private,other,2,Married,Service,Husband,Other,Male,0,0,40,Latin-America,0
25,Private,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Unmarried,Black,Male,0,0,35,United-States,0
37,Official,Some-college,10,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,40,North-America,1
29,Private,Some-school,11,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,40,United-States,0
32,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Own-child,White,Male,0,0,35,United-States,0
35,Private,Masters,15,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,45,United-States,1
52,Private,MS-grad,8,Never-married,Operator-Fabricator-Laborer,Not-in-family,White,Male,0,0,40,United-States,0
41,Private,HS-grad,9,Never-married,Operator-Fabricator-Laborer,Own-child,White,Female,1831,0,40,Latin-America,0
29,Private,HS-grad,9,other,Operator-Fabricator-Laborer,Not-in-family,White,Female,0,0,38,Latin-America,0
23,Private,Masters,14,Never-married,Managerial-ProfSpecialty,Own-child,White,Female,0,0,36,United-States,0
31,Private,MS-grad,7,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,40,United-States,0
40,Private,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,50,United-States,0
19,Private,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Own-child,White,Female,0,0,20,United-States,0
21,Private,Some-college,10,Never-married,Operator-Fabricator-Laborer,Own-child,White,Male,0,0,10,United-States,0
37,Official,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Female,8614,0,40,United-States,1
49,Self-employed,Masters,15,Married,Managerial-ProfSpecialty,Husband,White,Male,99999,0,35,United-States,1
64,Official,HS-grad,9,Married,Tech-Sales-AdmSupport,Wife,White,Female,0,0,35,United-States,0
37,Official,Some-school,11,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,43,United-States,0
70,Self-employed,Bachelors,13,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,2377,12,United-States,1
22,Private,other,6,Never-married,Operator-Fabricator-Laborer,Own-child,Asian-Pac-Islander,Male,0,0,30,United-States,0
29,Self-employed,HS-grad,9,Married,Tech-Sales-AdmSupport,Husband,Asian-Pac-Islander,Male,0,0,40,Europe,0
37,Private,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,40,United-States,0
29,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Male,0,0,40,United-States,0
38,Private,MS-grad,7,Divorced,Operator-Fabricator-Laborer,Not-in-family,White,Male,0,0,65,United-States,0
27,Private,HS-grad,9,Never-married,PrecisionProduction-Craft-Repair,Not-in-family,White,Male,0,0,50,United-States,0
58,Official,Bachelors,13,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,35,United-States,1
60,Official,Some-college,10,Married,Tech-Sales-AdmSupport,Wife,White,Female,0,0,35,United-States,0
20,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Male,0,0,25,United-States,0
51,Private,Some-college,10,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,40,United-States,1
37,Private,other,5,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,65,United-States,0
22,Official,MS-grad,8,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Male,0,0,50,United-States,1
56,Self-employed,other,6,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,60,United-States,0
26,Private,Bachelors,13,Married,Tech-Sales-AdmSupport,Wife,White,Female,5178,0,42,United-States,1
19,Private,Some-college,10,other,Tech-Sales-AdmSupport,Unmarried,White,Female,0,0,25,United-States,0
37,Private,Some-school,11,Married,Managerial-ProfSpecialty,Wife,White,Female,0,0,30,United-States,0
27,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,40,United-States,0
27,Private,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Own-child,Amer-Indian-Eskimo,Male,0,0,20,United-States,0
52,Self-employed,Some-college,10,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,50,United-States,0
45,Private,HS-grad,9,other,Operator-Fabricator-Laborer,Unmarried,Black,Female,0,0,40,United-States,0
28,Private,Some-college,10,Never-married,PrecisionProduction-Craft-Repair,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
20,Private,HS-grad,9,Divorced,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,40,United-States,0
28,Private,Masters,14,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,50,United-States,0
44,Private,Some-school,11,Married,Operator-Fabricator-Laborer,Husband,Black,Male,0,0,40,United-States,0
30,Private,Bachelors,13,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,40,United-States,0
26,Official,Some-school,12,Never-married,Tech-Sales-AdmSupport,Own-child,Black,Female,0,0,8,United-States,0
55,,Masters,14,Married,,Husband,White,Male,0,0,18,United-States,0
46,Private,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,40,United-States,0
51,Private,Bachelors,13,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,50,United-States,0
25,Official,Bachelors,13,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,40,United-States,0
43,Official,HS-grad,9,other,Service,Not-in-family,White,Male,0,0,40,United-States,0
19,,HS-grad,9,Never-married,,Own-child,White,Female,0,0,28,United-States,0
36,Private,HS-grad,9,Divorced,PrecisionProduction-Craft-Repair,Not-in-family,White,Male,0,0,40,United-States,0
36,Private,Some-college,10,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Male,0,0,40,United-States,0
48,Private,Bachelors,13,Never-married,Service,Unmarried,Asian-Pac-Islander,Female,0,0,40,Asia,0
30,,MS-grad,7,Never-married,,Unmarried,White,Male,0,0,40,United-States,0
24,Private,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,44,United-States,1
30,Private,HS-grad,9,Divorced,Service,Unmarried,White,Female,0,0,36,United-States,0
24,Private,Bachelors,13,Married,Managerial-ProfSpecialty,Wife,White,Female,7688,0,45,United-States,1
62,Private,Bachelors,13,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,40,United-States,0
41,Self-employed,HS-grad,9,Divorced,Operator-Fabricator-Laborer,Not-in-family,White,Male,0,1590,40,United-States,0
49,Self-employed,Masters,15,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,85,United-States,1
36,Self-employed,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,50,United-States,0
47,Official,Masters,14,Divorced,Managerial-ProfSpecialty,Unmarried,White,Female,5455,0,45,United-States,0
49,Official,Masters,14,Divorced,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,40,United-States,0
52,Private,Some-college,10,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Male,0,0,40,United-States,0
52,Private,Some-school,12,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,40,United-States,1
26,Private,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Male,0,0,53,United-States,0
51,Official,HS-grad,9,Never-married,Operator-Fabricator-Laborer,Not-in-family,White,Male,0,0,40,United-States,0
18,Private,other,6,Never-married,Service,Own-child,White,Male,0,0,20,United-States,0
30,Private,HS-grad,9,Never-married,Operator-Fabricator-Laborer,Other-relative,White,Male,0,0,40,United-States,0
46,Private,HS-grad,9,Divorced,Operator-Fabricator-Laborer,Not-in-family,White,Male,0,0,20,United-States,0
28,Private,HS-grad,9,Never-married,Operator-Fabricator-Laborer,Own-child,Black,Female,0,0,40,United-States,0
48,Self-employed,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,7298,0,50,United-States,1
62,Private,Some-college,10,Married,Tech-Sales-AdmSupport,Wife,White,Female,0,0,38,United-States,1
49,Private,Bachelors,13,Married,Tech-Sales-AdmSupport,Husband,White,Male,4064,0,44,United-States,0
69,Private,HS-grad,9,other,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,24,United-States,0
35,Private,Bachelors,13,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Male,8614,0,45,United-States,1
78,Private,Masters,14,other,PrecisionProduction-Craft-Repair,Unmarried,Asian-Pac-Islander,Male,0,0,40,Asia,0
61,Private,Some-college,10,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,45,United-States,1
24,Private,Bachelors,13,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,40,United-States,0
29,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Own-child,White,Female,0,0,40,United-States,0
36,Self-employed,Bachelors,13,Married,Tech-Sales-AdmSupport,Husband,Other,Male,0,0,45,,0
17,Private,other,6,Never-married,Farming-Forestry-Fishing,Own-child,White,Male,0,0,40,United-States,0
27,Private,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,Black,Male,0,0,80,United-States,1
64,Private,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,40,United-States,0
33,Self-employed,HS-grad,9,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Male,0,0,55,Europe,0
32,Private,MS-grad,8,Married,PrecisionProduction-Craft-Repair,Other-relative,White,Male,0,0,40,Latin-America,0
19,Private,Some-college,10,Never-married,Service,Own-child,White,Female,0,0,20,United-States,0
42,Official,MS-grad,7,Married,Farming-Forestry-Fishing,Husband,White,Male,0,0,40,United-States,0
24,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Own-child,White,Female,0,0,15,United-States,0
23,Private,HS-grad,9,Never-married,Managerial-ProfSpecialty,Not-in-family,Black,Male,0,0,45,United-States,0
51,Official,Masters,15,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Male,3325,0,40,United-States,0
31,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Male,3325,0,60,United-States,0
44,Private,Masters,15,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,29,United-States,1
38,Private,Masters,14,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Female,10520,0,50,United-States,1
44,Official,Some-school,12,Divorced,Service,Not-in-family,White,Female,0,0,56,United-States,1
44,Self-employed,other,3,Married,Farming-Forestry-Fishing,Husband,White,Male,0,0,40,Latin-America,0
38,Private,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,44,United-States,0
36,Private,other,5,Divorced,Tech-Sales-AdmSupport,Unmarried,White,Female,0,0,40,United-States,0
29,Private,other,2,Never-married,Service,Not-in-family,White,Male,0,0,20,Latin-America,0
46,Private,Some-school,12,Divorced,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,25,Europe,0
47,Private,HS-grad,9,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,40,United-States,0
30,Private,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,White,Male,99999,0,40,United-States,1
37,Official,HS-grad,9,Married,Service,Husband,White,Male,7688,0,35,United-States,1
27,Private,Bachelors,13,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Male,0,0,45,United-States,0
43,Private,HS-grad,9,Divorced,Operator-Fabricator-Laborer,Unmarried,White,Female,0,0,50,United-States,0
44,Self-employed,Masters,15,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,40,United-States,1
31,Private,Some-college,10,Never-married,Managerial-ProfSpecialty,Unmarried,White,Male,0,0,60,United-States,0
34,Private,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,0,1977,45,United-States,1
39,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Own-child,White,Male,0,1092,40,Europe,0
36,Private,Some-college,10,Divorced,PrecisionProduction-Craft-Repair,Unmarried,White,Female,0,0,40,United-States,0
